Paralogue_Pair1,RCC_scA,RCC_scB,Duplication type1,9_Supercluster_Class,36_RCC_Class,scA_RCC-u?,scB_RCC-u?,Morphological Differentiation2,Ka,Ks,Ka/Ks,scA_Orthogroup3,scB_paralogue3,scA_Orthogroup_rank3,scB_Orthogroup_rank3,Pair_Orthogroup_rank,scA_subgenome4,scB_subgenome4
AT1G69650/AT1G69660,AT1G69650,AT1G69660,tandem,1,0,no,no,NA,0.193128362,0.194598324,0.992446169,NA,NA,NA,NA,NA,?,?
AT1G69825/AT1G69828,AT1G69825,AT1G69828,tandem,0,0,no,no,NA,0.334430731,0.243197571,1.375140094,NA,NA,NA,NA,NA,?,?
AT1G69860/AT1G69870,AT1G69860,AT1G69870,tandem,1,1,no,no,NA,0.438294747,1.887539459,0.232204283,NA,NA,NA,NA,NA,?,?
AT1G69900/AT1G69890,AT1G69900,AT1G69890,tandem,4,4,no,no,NA,0.89042497,1.158706628,0.768464552,NA,NA,NA,NA,NA,?,?
AT1G69930/AT1G69920,AT1G69930,AT1G69920,tandem,3,3,yes,no,NA,0.390599244,1.661473019,0.235092138,NA,NA,NA,NA,NA,?,?
AT1G70380/AT1G70390,AT1G70380,AT1G70390,tandem,1,0,no,no,NA,0.426410614,0.410197971,1.039523948,NA,NA,NA,NA,NA,?,?
AT1G70460/AT1G70450,AT1G70460,AT1G70450,tandem,3,3,no,no,NA,0.221293249,0.211597019,1.045824039,ORTHO000411,ORTHO000411,3499,3499,3499,A,?
AT1G70530/AT1G70520,AT1G70530,AT1G70520,tandem,3,3,no,no,NA,0.566176683,2.633453026,0.214994032,ORTHO000360_1,NA,7304,NA,7304,?,?
AT1G70650/AT1G70660,AT1G70650,AT1G70660,tandem,1,1,no,no,NA,0.029193664,0.026397724,1.105915948,ORTHO010812,ORTHO005803,8143,1945,NA,?,A
AT1G70670/AT1G70680,AT1G70670,AT1G70680,tandem,1,1,yes,no,NA,0.092147615,0.330728847,0.27861983,ORTHO004179,ORTHO004179,3794,3794,3794,?,?
AT1G70790/AT1G70800,AT1G70790,AT1G70800,tandem,3,3,yes,no,NA,0.301242928,1.822192338,0.165318952,NA,NA,NA,NA,NA,?,?
AT1G70800/AT1G70810,AT1G70800,AT1G70810,tandem,3,3,no,no,NA,0.141477166,0.248537947,0.569237687,NA,NA,NA,NA,NA,?,?
AT1G70830/AT1G70840,AT1G70830,AT1G70840,tandem,0,0,no,no,NA,0.152180402,0.518447835,0.293530789,NA,NA,NA,NA,NA,?,?
AT1G70850/AT1G70840,AT1G70850,AT1G70840,tandem,1,1,yes,no,NA,0.176095399,0.526852189,0.334240613,NA,NA,NA,NA,NA,?,?
AT1G70850/AT1G70860,AT1G70850,AT1G70860,tandem,3,3,yes,no,NA,0.534460931,0.179018853,2.985500813,NA,NA,NA,NA,NA,?,?
AT1G70890/AT1G70880,AT1G70890,AT1G70880,tandem,3,3,no,no,NA,0.236908931,0.673900508,0.351548824,NA,NA,NA,NA,NA,?,?
AT1G70960/AT1G70970,AT1G70960,AT1G70970,tandem,1,1,no,no,NA,0.397705905,0.399241795,0.996152982,NA,NA,NA,NA,NA,?,?
AT1G71170/AT1G71180,AT1G71170,AT1G71180,tandem,3,3,no,no,NA,0.064134937,0.427565316,0.150000327,ORTHO009274,ORTHO009274,9170,9170,9170,?,?
AT1G71400/AT1G71390,AT1G71400,AT1G71390,tandem,1,1,no,no,NA,0.194887424,0.39636315,0.491689057,NA,NA,NA,NA,NA,?,?
AT1G71880/AT1G71890,AT1G71880,AT1G71890,tandem,3,3,yes,no,NA,0.123161574,0.421007583,0.292540037,NA,NA,NA,NA,NA,?,?
AT1G72125/AT1G72120,AT1G72125,AT1G72120,tandem,3,3,no,no,NA,0.070408527,0.320853294,0.219441496,NA,NA,NA,NA,NA,?,?
AT1G72130/AT1G72125,AT1G72130,AT1G72125,tandem,3,3,yes,no,NA,0.385557272,1.791342002,0.215233759,NA,NA,NA,NA,NA,?,?
AT1G72140/AT1G72130,AT1G72140,AT1G72130,tandem,3,3,no,yes,NA,0.249032667,1.181486077,0.210779181,NA,NA,NA,NA,NA,?,?
AT1G72150/AT1G72160,AT1G72150,AT1G72160,tandem,3,3,yes,yes,NA,0.516557054,1.690304621,0.305599977,ORTHO000615,ORTHO000615,3034,3034,3034,?,?
AT1G72900/AT1G72890,AT1G72900,AT1G72890,tandem,3,3,no,no,NA,0.352271568,0.84629559,0.416251215,NA,NA,NA,NA,NA,?,?
AT1G72900/AT1G72910,AT1G72900,AT1G72910,tandem,3,3,no,no,NA,0.165576996,0.21065854,0.785997075,NA,NA,NA,NA,NA,?,?
AT1G72920/AT1G72930,AT1G72920,AT1G72930,tandem,3,3,no,no,NA,0.169875141,0.237150215,0.716318729,NA,NA,NA,NA,NA,?,?
AT1G72920/AT1G72910,AT1G72920,AT1G72910,tandem,3,3,no,no,NA,0.266289436,0.273436813,0.973860956,NA,NA,NA,NA,NA,?,?
AT1G72940/AT1G72950,AT1G72940,AT1G72950,tandem,3,3,yes,no,NA,0.121646011,0.415509447,0.292763528,NA,NA,NA,NA,NA,?,?
AT1G72940/AT1G72930,AT1G72940,AT1G72930,tandem,3,3,yes,no,NA,0.189885656,0.178900098,1.061406101,NA,NA,NA,NA,NA,?,?
AT1G73080/AT1G73066,AT1G73080,AT1G73066,tandem,3,3,yes,no,NA,0.163378688,0.279156154,0.585259131,NA,NA,NA,NA,NA,A,?
AT1G73270/AT1G73280,AT1G73270,AT1G73280,tandem,3,2,no,no,NA,0.128141083,0.25413912,0.504216286,NA,NA,NA,NA,NA,?,?
AT1G73280/AT1G73290,AT1G73280,AT1G73290,tandem,3,3,no,no,NA,0.100074654,0.251730285,0.397547138,NA,NA,NA,NA,NA,?,?
AT1G73290/AT1G73300,AT1G73290,AT1G73300,tandem,2,2,no,no,NA,0.078979018,0.215625771,0.366278193,NA,NA,NA,NA,NA,?,?
AT1G73300/AT1G73310,AT1G73300,AT1G73310,tandem,2,3,no,no,NA,0.085375485,0.147160851,0.580150796,NA,NA,NA,NA,NA,?,?
AT1G73330/AT1G73325,AT1G73330,AT1G73325,tandem,3,3,no,no,NA,0.608297669,0.941970693,0.645771331,NA,NA,NA,NA,NA,?,?
AT1G73450/AT1G73460,AT1G73450,AT1G73460,tandem,2,2,no,no,NA,0.03202316,0.108156198,0.296082527,ORTHO000658_1,ORTHO000658_1,316,316,316,?,?
AT1G73550/AT1G73560,AT1G73550,AT1G73560,tandem,1,1,no,no,NA,0.402902773,1.033868004,0.389704267,NA,NA,NA,NA,NA,?,?
AT1G73603/AT1G73607,AT1G73603,AT1G73607,tandem,0,0,no,no,NA,0.195313851,0.15656611,1.247484852,NA,NA,NA,NA,NA,?,?
AT1G74000/AT1G74010,AT1G74000,AT1G74010,tandem,3,3,no,no,NA,0.155249511,0.704442323,0.220386405,NA,NA,NA,NA,NA,?,?
AT1G74020/AT1G74010,AT1G74020,AT1G74010,tandem,3,3,yes,no,NA,0.112688473,0.761179395,0.148044566,NA,NA,NA,NA,NA,?,?
AT1G74100/AT1G74090,AT1G74100,AT1G74090,tandem,3,3,yes,no,NA,0.156108933,0.727448957,0.214597782,NA,NA,NA,NA,NA,?,?
AT1G74130/AT1G74140,AT1G74130,AT1G74140,tandem,2,2,no,no,NA,0.195576318,0.264108336,0.740515505,NA,NA,NA,NA,NA,?,?
AT1G74170/AT1G74180,AT1G74170,AT1G74180,tandem,2,2,no,no,NA,0.372143719,0.973793587,0.382158728,NA,NA,NA,NA,NA,?,?
AT1G74180/AT1G74190,AT1G74180,AT1G74190,tandem,2,2,no,no,NA,0.352130492,0.932413942,0.377654683,NA,NA,NA,NA,NA,?,?
AT1G74190/AT1G74200,AT1G74190,AT1G74200,tandem,3,2,no,no,NA,0.445144943,0.235028491,1.894004179,NA,NA,NA,NA,NA,?,?
AT1G74280/AT1G74290,AT1G74280,AT1G74290,tandem,3,3,no,no,NA,0.054881386,0.187798882,0.29223489,ORTHO000831,ORTHO000831,6592,6592,6592,?,?
AT1G74300/AT1G74290,AT1G74300,AT1G74290,tandem,3,3,no,no,NA,0.093723404,0.328567118,0.285248885,ORTHO000831,ORTHO000831,6592,6592,6592,?,?
AT1G74540/AT1G74550,AT1G74540,AT1G74550,tandem,0,0,no,no,NA,0.191710054,0.549241591,0.349045041,NA,NA,NA,NA,NA,?,?
AT1G75030/AT1G75040,AT1G75030,AT1G75040,tandem,3,2,no,no,NA,0.187492575,0.485098066,0.386504479,NA,NA,NA,NA,NA,?,?
AT1G75040/AT1G75050,AT1G75040,AT1G75050,tandem,1,1,no,no,NA,0.159604759,0.606807486,0.263023715,NA,NA,NA,NA,NA,?,?
AT1G75110/AT1G75120,AT1G75110,AT1G75120,tandem,2,2,no,no,NA,0.121829284,0.442768358,0.275153547,ORTHO001701,ORTHO001701,3016,3016,3016,?,?
AT1G75280/AT1G75290,AT1G75280,AT1G75290,tandem,3,3,no,no,NA,0.080558747,0.279067508,0.288671181,ORTHO001067,ORTHO001067,7042,7042,7042,?,?
AT1G75290/AT1G75300,AT1G75290,AT1G75300,tandem,4,4,no,no,NA,0.121491466,0.330623092,0.367462131,ORTHO001067,ORTHO001067,7042,7042,7042,?,?
AT1G75880/AT1G75890,AT1G75880,AT1G75890,tandem,0,0,no,no,NA,0.197388967,0.556205525,0.354884945,ORTHO000683,ORTHO000683,8633,8633,8633,?,?
AT1G75890/AT1G75900,AT1G75890,AT1G75900,tandem,1,1,no,no,NA,0.367405426,0.885256876,0.41502691,ORTHO000683,ORTHO000683,8633,8633,8633,?,?
AT1G75910/AT1G75920,AT1G75910,AT1G75920,tandem,1,1,no,no,NA,0.170669438,0.329029344,0.518705826,ORTHO000683,ORTHO000683,8633,8633,8633,?,?
AT1G75920/AT1G75930,AT1G75920,AT1G75930,tandem,0,0,no,no,NA,0.258587052,0.565339521,0.457401336,ORTHO000683,NA,8633,NA,8633,?,?
AT1G76520/AT1G76530,AT1G76520,AT1G76530,tandem,3,3,no,no,NA,0.091573295,0.339994987,0.269337192,ORTHO001950,ORTHO001950,5589,5589,5589,A,?
AT1G76640/AT1G76650,AT1G76640,AT1G76650,tandem,2,2,yes,yes,NA,0.132712754,0.585688265,0.226592818,ORTHO000690,ORTHO000690,6119,6119,6119,?,?
AT1G76680/AT1G76690,AT1G76680,AT1G76690,tandem,2,3,yes,yes,NA,0.055081968,0.203206162,0.271064455,ORTHO000298,ORTHO000298,9067,9067,9067,?,?
AT1G76770/AT1G76780,AT1G76770,AT1G76780,tandem,2,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G76810/AT1G76820,AT1G76810,AT1G76820,tandem,3,3,yes,no,NA,1.149954949,1.266658225,0.90786522,ORTHO002064,ORTHO002064,7509,7509,7509,?,?
AT1G76880/AT1G76890,AT1G76880,AT1G76890,tandem,2,3,yes,no,NA,0.456308212,1.467721194,0.310895702,NA,NA,NA,NA,NA,?,?
AT1G77780/AT1G77790,AT1G77780,AT1G77790,tandem,1,1,no,no,NA,0.39724778,1.811513648,0.219290526,ORTHO001057_1,ORTHO001057_1,7668,7668,7668,?,?
AT1G78000/AT1G77990,AT1G78000,AT1G77990,tandem,3,3,yes,no,NA,0.466097453,1.957273067,0.23813614,NA,NA,NA,NA,NA,?,?
AT1G78340/AT1G78360,AT1G78340,AT1G78360,tandem,1,1,yes,no,NA,0.219781846,0.775997673,0.283224878,ORTHO000767,NA,9150,NA,9150,?,?
AT1G78340/AT1G78320,AT1G78340,AT1G78320,tandem,3,3,yes,no,NA,0.255074109,1.029042872,0.247875104,ORTHO000767,NA,9150,NA,9150,?,?
AT1G78360/AT1G78370,AT1G78360,AT1G78370,tandem,1,1,no,no,NA,0.234173714,0.97287378,0.240703078,NA,NA,NA,NA,NA,?,?
AT1G78380/AT1G78370,AT1G78380,AT1G78370,tandem,3,3,yes,no,NA,0.170044525,0.93686627,0.181503519,ORTHO000767,NA,9150,NA,9150,?,?
AT1G78460/AT1G78450,AT1G78460,AT1G78450,tandem,1,1,no,no,NA,0.588266419,1.318712655,0.446091434,NA,NA,NA,NA,NA,?,?
AT1G78660/AT1G78670,AT1G78660,AT1G78670,tandem,3,3,yes,no,NA,0.190013034,0.578140381,0.32866245,ORTHO002798,ORTHO002798,7854,7854,7854,?,?
AT1G78680/AT1G78670,AT1G78680,AT1G78670,tandem,3,3,yes,no,NA,0.179512771,0.606267159,0.296095159,ORTHO002798,ORTHO002798,7854,7854,7854,?,?
AT1G78740/AT1G78750,AT1G78740,AT1G78750,tandem,1,1,no,no,NA,0.511020557,0.385479397,1.325675409,NA,NA,NA,NA,NA,?,?
AT1G78750/AT1G78760,AT1G78750,AT1G78760,tandem,2,2,no,no,NA,0.316956025,0.586064168,0.540821367,NA,NA,NA,NA,NA,?,?
AT1G78830/AT1G78820,AT1G78830,AT1G78820,tandem,3,3,yes,no,NA,0.067166456,0.3344926,0.200801023,NA,NA,NA,NA,NA,?,?
AT1G78850/AT1G78860,AT1G78850,AT1G78860,tandem,3,3,yes,no,NA,0.032168428,0.286280397,0.112366857,NA,NA,NA,NA,NA,?,?
AT1G78950/AT1G78955,AT1G78950,AT1G78955,tandem,2,2,no,no,NA,0.130512963,0.883120602,0.147786116,NA,NA,NA,NA,NA,?,?
AT1G78955/AT1G78960,AT1G78955,AT1G78960,tandem,2,2,no,no,NA,0.171885846,1.031149249,0.16669347,NA,NA,NA,NA,NA,?,?
AT1G78960/AT1G78970,AT1G78960,AT1G78970,tandem,3,2,no,no,NA,0.116121745,0.713304379,0.162794101,NA,NA,NA,NA,NA,?,?
AT1G79310/AT1G79320,AT1G79310,AT1G79320,tandem,3,3,yes,no,NA,0.24582563,1.417816098,0.173383298,NA,ORTHO002524,NA,3627,3627,?,?
AT1G79330/AT1G79320,AT1G79330,AT1G79320,tandem,2,3,no,no,NA,0.146808433,0.602241079,0.243770208,ORTHO002524,ORTHO002524,3627,3627,3627,?,?
AT1G79340/AT1G79330,AT1G79340,AT1G79330,tandem,3,3,yes,no,NA,0.193983963,1.232657644,0.15737051,ORTHO002524,ORTHO002524,3627,3627,3627,?,?
AT1G79930/AT1G79920,AT1G79930,AT1G79920,tandem,3,3,yes,no,NA,0.09741829,0.249323365,0.390730689,ORTHO000789_1,ORTHO000789_1,1559,1559,1559,?,?
AT1G80340/AT1G80330,AT1G80340,AT1G80330,tandem,1,1,no,no,NA,0.355344902,3.268996941,0.10870151,ORTHO001788,NA,2470,NA,2470,?,?
AT1G80560/AT1G80555,AT1G80560,AT1G80555,tandem,3,3,no,no,NA,0.624733628,0.604352396,1.033724085,ORTHO003502,NA,8568,NA,8568,?,?
AT2G01530/AT2G01520,AT2G01530,AT2G01520,tandem,3,3,no,no,NA,0.057458094,0.375410565,0.153054013,NA,NA,NA,NA,NA,?,?
AT2G01880/AT2G01890,AT2G01880,AT2G01890,tandem,3,3,yes,no,NA,0.370181968,3.451500458,0.107252475,ORTHO000738,ORTHO000738,6291,6291,6291,?,?
AT2G02010/AT2G02000,AT2G02010,AT2G02000,tandem,3,3,no,no,NA,0.038134075,0.327563052,0.116417509,ORTHO000358_1,ORTHO000358_1,3644,3644,3644,?,?
AT2G02070/AT2G02080,AT2G02070,AT2G02080,tandem,2,2,no,no,NA,0.514945702,1.049364387,0.490721534,NA,ORTHO000781_1,NA,2783,2783,?,?
AT2G02130/AT2G02140,AT2G02130,AT2G02140,tandem,1,1,yes,no,NA,0.27545882,0.835826553,0.329564572,ORTHO001594,NA,8481,NA,8481,?,?
AT2G02130/AT2G02120,AT2G02130,AT2G02120,tandem,1,1,yes,no,NA,0.158564249,0.314270507,0.504547025,ORTHO001594,ORTHO001594,8481,8481,8481,?,?
AT2G02230/AT2G02240,AT2G02230,AT2G02240,tandem,3,3,no,no,NA,0.384056132,0.952350666,0.403271763,ORTHO000857,ORTHO000857,9045,9045,9045,?,?
AT2G02250/AT2G02240,AT2G02250,AT2G02240,tandem,3,3,no,no,NA,0.232648514,0.575941516,0.403944685,NA,ORTHO000857,NA,9045,9045,?,?
AT2G02310/AT2G02300,AT2G02310,AT2G02300,tandem,3,3,no,no,NA,0.298134681,0.498904301,0.597578896,NA,NA,NA,NA,NA,?,?
AT2G02310/AT2G02320,AT2G02310,AT2G02320,tandem,3,3,no,no,NA,0.448792988,0.743671859,0.603482547,NA,NA,NA,NA,NA,?,?
AT2G02320/AT2G02340,AT2G02320,AT2G02340,tandem,2,2,no,no,NA,0.191188714,0.343348293,0.556836071,NA,NA,NA,NA,NA,?,?
AT2G02350/AT2G02340,AT2G02350,AT2G02340,tandem,3,3,no,no,NA,0.323676115,0.468363707,0.691078558,NA,NA,NA,NA,NA,?,?
AT2G02360/AT2G02350,AT2G02360,AT2G02350,tandem,2,3,yes,no,NA,0.226383095,0.409986664,0.55217185,ORTHO000857,NA,9045,NA,9045,?,?
AT2G02390/AT2G02380,AT2G02390,AT2G02380,tandem,3,3,yes,no,NA,0.074250764,0.395362215,0.187804401,ORTHO005713,ORTHO005713,8899,8899,8899,?,?
AT2G02610/AT2G02620,AT2G02610,AT2G02620,tandem,2,2,no,no,NA,0.224581956,0.39721862,0.565386276,NA,NA,NA,NA,NA,?,?
AT2G02620/AT2G02630,AT2G02620,AT2G02630,tandem,2,2,no,no,NA,0.212614089,0.403289845,0.527199214,NA,NA,NA,NA,NA,?,?
AT2G02630/AT2G02640,AT2G02630,AT2G02640,tandem,3,3,no,no,NA,0.13722941,0.145800687,0.941212369,NA,NA,NA,NA,NA,?,?
AT2G02680/AT2G02690,AT2G02680,AT2G02690,tandem,2,3,no,no,NA,0.240995858,0.385197604,0.625642153,NA,NA,NA,NA,NA,?,?
AT2G02690/AT2G02700,AT2G02690,AT2G02700,tandem,2,3,no,no,NA,0.243228668,0.338000973,0.719609372,NA,NA,NA,NA,NA,?,?
AT2G02835/AT2G02840,AT2G02835,AT2G02840,tandem,0,0,no,no,NA,0.364714678,0.343756731,1.060967381,NA,NA,NA,NA,NA,?,?
AT2G03160/AT2G03170,AT2G03160,AT2G03170,tandem,1,1,no,no,NA,0.216028104,0.413626129,0.52227867,NA,NA,NA,NA,NA,?,?
AT2G03220/AT2G03210,AT2G03220,AT2G03210,tandem,3,3,yes,no,NA,0.325660071,1.469578111,0.221601063,NA,NA,NA,NA,NA,?,?
AT2G03240/AT2G03250,AT2G03240,AT2G03250,tandem,3,1,yes,no,NA,0.217842141,0.782765933,0.278297933,NA,NA,NA,NA,NA,?,?
AT2G03250/AT2G03260,AT2G03250,AT2G03260,tandem,2,1,no,no,NA,0.280351045,0.755329347,0.371163977,NA,NA,NA,NA,NA,?,?
AT2G03360/AT2G03370,AT2G03360,AT2G03370,tandem,2,2,no,no,NA,0.098932719,0.303509131,0.325962908,NA,NA,NA,NA,NA,?,?
AT2G03520/AT2G03530,AT2G03520,AT2G03530,tandem,2,2,no,no,NA,0.25994085,1.319849775,0.196947301,ORTHO001351,ORTHO001351,8586,8586,8586,?,?
AT2G03590/AT2G03600,AT2G03590,AT2G03600,tandem,3,3,no,no,NA,0.128934752,0.295738591,0.435975406,ORTHO001351,ORTHO001351,8586,8586,8586,?,?
AT2G03760/AT2G03770,AT2G03760,AT2G03770,tandem,1,1,yes,no,NA,0.332788748,1.566848465,0.212393703,ORTHO000262,ORTHO000262,8941,8941,8941,?,?
AT2G03933/AT2G03936,AT2G03933,AT2G03936,tandem,0,0,no,no,NA,0.259044014,0.296484552,0.873718416,NA,NA,NA,NA,NA,?,?
AT2G03936/AT2G03937,AT2G03936,AT2G03937,tandem,0,0,no,no,NA,0.240399489,0.211570388,1.136262456,NA,NA,NA,NA,NA,?,?
AT2G03937/AT2G03955,AT2G03937,AT2G03955,tandem,0,0,no,no,NA,0.230960109,0.382212325,0.604271747,NA,NA,NA,NA,NA,?,?
AT2G03980/AT2G04020,AT2G03980,AT2G04020,tandem,1,1,no,no,NA,0.174749894,0.302667409,0.577366074,NA,NA,NA,NA,NA,?,?
AT2G04031/AT2G04037,AT2G04031,AT2G04037,tandem,0,0,no,no,NA,0.103639115,0.241378372,0.429363718,NA,NA,NA,NA,NA,?,?
AT2G04037/AT2G04041,AT2G04037,AT2G04041,tandem,0,0,no,no,NA,0.109980648,0.257068053,0.427826977,NA,NA,NA,NA,NA,?,?
AT2G04040/AT2G04050,AT2G04040,AT2G04050,tandem,3,3,no,no,NA,0.085940268,0.29240671,0.293906621,NA,NA,NA,NA,NA,?,?
AT2G04045/AT2G04046,AT2G04045,AT2G04046,tandem,0,0,no,no,NA,0.284541953,0.686379592,0.414554798,NA,NA,NA,NA,NA,?,?
AT2G04066/AT2G04070,AT2G04066,AT2G04070,tandem,0,0,no,no,NA,0.303752864,0.26083569,1.1645372,NA,NA,NA,NA,NA,?,?
AT2G04080/AT2G04070,AT2G04080,AT2G04070,tandem,1,1,no,no,NA,0.078857961,0.321790199,0.245060171,NA,NA,NA,NA,NA,?,?
AT2G04090/AT2G04080,AT2G04090,AT2G04080,tandem,4,4,no,no,NA,0.203467954,0.86517838,0.23517457,NA,NA,NA,NA,NA,?,?
AT2G04100/AT2G04090,AT2G04100,AT2G04090,tandem,3,3,no,no,NA,0.045966771,0.217509695,0.211332055,NA,NA,NA,NA,NA,?,?
AT2G04170/AT2G04190,AT2G04170,AT2G04190,tandem,3,1,yes,no,NA,0.179730858,0.290490087,0.618715976,NA,NA,NA,NA,NA,?,?
AT2G04430/AT2G04440,AT2G04430,AT2G04440,tandem,3,3,no,no,NA,0.231317382,0.448411996,0.51585904,NA,NA,NA,NA,NA,?,?
AT2G04450/AT2G04440,AT2G04450,AT2G04440,tandem,3,3,no,no,NA,0.294394054,0.470602118,0.62556891,NA,NA,NA,NA,NA,?,?
AT2G04810/AT2G04830,AT2G04810,AT2G04830,tandem,0,0,no,no,NA,0.196233824,0.066304885,2.959568117,NA,NA,NA,NA,NA,?,?
AT2G04830/AT2G04840,AT2G04830,AT2G04840,tandem,0,0,no,no,NA,0.234530684,0.085213822,2.752261068,NA,NA,NA,NA,NA,?,?
AT2G05070/AT2G05100,AT2G05070,AT2G05100,tandem,1,0,no,no,NA,0.086023076,0.185920839,0.462686572,ORTHO003788,ORTHO003788,2354,2354,2354,?,?
AT2G05230/AT2G05250,AT2G05230,AT2G05250,tandem,0,0,no,no,NA,0,0,NA,NA,NA,NA,NA,NA,?,?
AT2G05400/AT2G05410,AT2G05400,AT2G05410,tandem,0,0,no,no,NA,0.194909843,0.235949535,0.826065808,NA,NA,NA,NA,NA,?,?
AT2G05410/AT2G05420,AT2G05410,AT2G05420,tandem,0,0,no,no,NA,0.194182254,0.307077203,0.632356465,NA,NA,NA,NA,NA,?,?
AT2G06570/AT2G06645,AT2G06570,AT2G06645,tandem,0,0,no,no,NA,0.146768404,0.153351941,0.9570691,NA,NA,NA,NA,NA,?,?
AT2G06904/AT2G06906,AT2G06904,AT2G06906,tandem,0,0,no,no,NA,0.725054725,0.406984868,1.781527477,NA,NA,NA,NA,NA,?,?
AT2G07981/AT2G08986,AT2G07981,AT2G08986,tandem,0,0,no,no,NA,0.098579547,0.060841738,1.620261865,NA,NA,NA,NA,NA,?,?
AT2G12200/AT2G12280,AT2G12200,AT2G12280,tandem,0,0,no,no,NA,0.147621207,0.162437178,0.908789533,NA,NA,NA,NA,NA,?,?
AT2G12465/AT2G12475,AT2G12465,AT2G12475,tandem,0,0,no,no,NA,0.335626817,0.465454788,0.721072865,NA,NA,NA,NA,NA,?,?
AT2G13500/AT2G13510,AT2G13500,AT2G13510,tandem,0,0,no,no,NA,0.258671092,0.876292352,0.29518812,NA,NA,NA,NA,NA,?,?
AT2G13790/AT2G13800,AT2G13790,AT2G13800,tandem,2,2,no,no,NA,0.069960273,0.189393312,0.369391464,NA,NA,NA,NA,NA,?,?
AT2G13895/AT2G13900,AT2G13895,AT2G13900,tandem,1,1,no,no,NA,0.638408102,0.262521797,2.431828932,NA,NA,NA,NA,NA,?,?
AT2G13900/AT2G13950,AT2G13900,AT2G13950,tandem,1,1,no,no,NA,0.217215993,0.410741916,0.528838144,NA,NA,NA,NA,NA,?,?
AT2G14580/AT2G14610,AT2G14580,AT2G14610,tandem,0,0,no,no,NA,0.120822756,0.425301929,0.284087015,ORTHO000687,ORTHO000687,9130,9130,9130,?,?
AT2G14720/AT2G14740,AT2G14720,AT2G14740,tandem,2,2,yes,no,NA,0.017161257,0.159557321,0.107555433,ORTHO000263_2,ORTHO000263_2,1572,1572,1572,?,?
AT2G15130/AT2G15170,AT2G15130,AT2G15170,tandem,1,1,no,no,NA,0.181986157,0.121723981,1.495072346,NA,NA,NA,NA,NA,?,?
AT2G15180/AT2G15185,AT2G15180,AT2G15185,tandem,0,0,no,no,NA,1.695178159,0.765907328,2.213294085,NA,NA,NA,NA,NA,?,?
AT2G15370/AT2G15390,AT2G15370,AT2G15390,tandem,2,2,no,no,NA,0.131014104,0.341244993,0.383929749,NA,NA,NA,NA,NA,?,?
AT2G15450/AT2G15460,AT2G15450,AT2G15460,tandem,0,0,no,no,NA,0.009603546,0.015375298,0.624608747,NA,NA,NA,NA,NA,?,?
AT2G15460/AT2G15470,AT2G15460,AT2G15470,tandem,0,0,no,no,NA,0.009598425,0.007662902,1.252583519,NA,NA,NA,NA,NA,?,?
AT2G15480/AT2G15490,AT2G15480,AT2G15490,tandem,1,1,no,no,NA,0.044204905,0.236966679,0.186544816,NA,NA,NA,NA,NA,?,?
AT2G15590/AT2G15610,AT2G15590,AT2G15610,tandem,1,1,no,no,NA,0.312275775,0.797257367,0.391687537,NA,NA,NA,NA,NA,?,?
AT2G15780/AT2G15770,AT2G15780,AT2G15770,tandem,1,1,no,no,NA,0.564061713,1.1585302,0.486877004,ORTHO002124,NA,8786,NA,8786,?,?
AT2G16120/AT2G16130,AT2G16120,AT2G16130,tandem,0,0,no,no,NA,0.033886438,0.246099305,0.137694164,NA,NA,NA,NA,NA,?,?
AT2G16290/AT2G16300,AT2G16290,AT2G16300,tandem,0,0,no,no,NA,0.085946863,0.097142805,0.884747589,NA,NA,NA,NA,NA,?,?
AT2G16592/AT2G16594,AT2G16592,AT2G16594,tandem,0,0,no,no,NA,0.117390683,0.249433044,0.470630038,NA,NA,NA,NA,NA,?,?
AT2G16980/AT2G16990,AT2G16980,AT2G16990,tandem,3,3,no,no,NA,0.240404428,0.671966621,0.357762455,ORTHO001273,ORTHO001273,6124,6124,6124,?,?
AT2G16980/AT2G16970,AT2G16980,AT2G16970,tandem,3,3,no,no,NA,0.1679608,0.33064035,0.507986397,ORTHO001273,ORTHO001273,6124,6124,6124,?,?
AT2G17000/AT2G17010,AT2G17000,AT2G17010,tandem,1,1,no,no,NA,0.182114006,0.787795186,0.231169229,NA,NA,NA,NA,NA,?,?
AT2G17080/AT2G17070,AT2G17080,AT2G17070,tandem,2,3,no,no,NA,0.071604596,0.400561864,0.178760392,NA,NA,NA,NA,NA,?,?
AT2G17160/AT2G17170,AT2G17160,AT2G17170,tandem,0,0,no,no,NA,0.497264414,0.174449307,2.85048088,NA,NA,NA,NA,NA,?,?
AT2G17190/AT2G17200,AT2G17190,AT2G17200,tandem,2,2,yes,yes,NA,0.044516599,0.316425119,0.140686046,ORTHO001313,ORTHO001313,81,81,81,?,?
AT2G17340/AT2G17320,AT2G17340,AT2G17320,tandem,3,3,yes,no,NA,0.060810234,0.227059951,0.267815764,ORTHO003096,ORTHO003096,3942,3942,3942,?,?
AT2G17590/AT2G17600,AT2G17590,AT2G17600,tandem,2,2,no,no,NA,0.291456966,0.700745857,0.415923924,NA,NA,NA,NA,NA,?,?
AT2G18150/AT2G18140,AT2G18150,AT2G18140,tandem,1,1,no,no,NA,0.057132525,0.187241008,0.305128274,ORTHO001093,ORTHO001093,1824,1824,1824,?,?
